Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes;
RASETTI, Georges; ; ; ;né à Paris. -11, avenue des Tilleuls; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;980;Marche religieuse;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RASETTI, Georges; ; ; ;né à Paris. -11, avenue des Tilleuls; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;981;Sainte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RASETTI, Georges; ; ; ;né à Paris. -11, avenue des Tilleuls; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;982;L'heure verte;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RASTOUX, Jules; ; ; ;né à Nîmes. -12, rae de l'Écluse, Nîmes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;983;Portrait de M. Jamin, sculpteur, à Nîmes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RASTOUX, Jules; ; ; ;né à Nîmes. -12, rae de l'Écluse, Nîmes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;984;Jeune fille cueillant des fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGNIER, Ludovic; ; ; ;né à Paris. -7, rue Alain tier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;985;Suite de sept études: 1, Lisière de Bois-Meudon. 2, Source en Berry. 3. Automne, Berry. 4, Roches, Fontai nebleau. 5, Le vieux pont de la Rigole Igny (Seine-et-Oise. 6, Chemin en Berry. 7, Blés coupés, Berry.;Appartient à Mme R;;;;;;;;;;;;;;;;;;;;;;
REGNIER, Ludovic; ; ; ;né à Paris. -7, rue Alain tier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;986;Fleurs des champs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGNIER, Ludovic; ; ; ;né à Paris. -7, rue Alain tier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;987;Poirier en fleurs;Appartient à M. J. V.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGNIER, Ludovic; ; ; ;né à Paris. -7, rue Alain tier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;988;Cinéraires;Appartient à M. J. V.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGNIER, Ludovic; ; ; ;né à Paris. -7, rue Alain tier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;989;Pavots vivaces;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGNIER, Ludovic; ; ; ;né à Paris. -7, rue Alain tier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;990;Pensées;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGNIER, Ludovic; ; ; ;né à Paris. -7, rue Alain tier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;991;Coin de jardin;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGOYOS, de Dario; ; ; ;né à Saint-Sébastien (Espagne) 1, Hernani, Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;992;Danse lourde (Asturies;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGOYOS, de Dario; ; ; ;né à Saint-Sébastien (Espagne) 1, Hernani, Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;993;Dessins;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGOYOS, de Dario; ; ; ;né à Saint-Sébastien (Espagne) 1, Hernani, Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;994;Zortzico, air de flûte (Biscaie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGOYOS, de Dario; ; ; ;né à Saint-Sébastien (Espagne) 1, Hernani, Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;995;Croyante;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGOYOS, de Dario; ; ; ;né à Saint-Sébastien (Espagne) 1, Hernani, Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;996;Porteur d'étendard;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGOYOS, de Dario; ; ; ;né à Saint-Sébastien (Espagne) 1, Hernani, Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;997;Cercueil en gare;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
REGOYOS, de Dario; ; ; ;né à Saint-Sébastien (Espagne) 1, Hernani, Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;998;A la porte d'une église;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RENAULT, Jacques; ; ; ;né à Versailles. -5, rue de l'Abbé de-l'Epée, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;999;Chassée du toit paternel;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RENAULT, Jacques; ; ; ;né à Versailles. -5, rue de l'Abbé de-l'Epée, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;Saulaie, à Clairfontaine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RICHARD, Jules-Gédéon; ; ; ;né à Paris. -37, quai des Grands; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1001;Le petit pont à l'Ile Saint-Pierre. -(Al fortville);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RICHARD, Jules-Gédéon; ; ; ;né à Paris. -37, quai des Grands; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1002;Soleil et brouillard;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RICHARD, Jules-Gédéon; ; ; ;né à Paris. -37, quai des Grands; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1003;Sous bois;Appartient à M. Besnier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RICHARD, Jules-Gédéon; ; ; ;né à Paris. -37, quai des Grands; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1004;Les premières feuilles. Etude de peupliers;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RIVIÈRE, Charles; ; ; ;né à Orléans (Loire). -24, boule vard Richard-Lenoir, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1005;Rue de village, près Château (Aisne);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RIVIÈRE, Charles; ; ; ;né à Orléans (Loire). -24, boule vard Richard-Lenoir, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1006;Fromages;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Armand-Auguste; ; ; ;né à la Ferté sur (Haute-Marme). -45, rue Vavin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1007;Vieux saules sur les bords de l'Aube;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Armand-Auguste; ; ; ;né à la Ferté sur (Haute-Marme). -45, rue Vavin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1008;La Fosse de la Prairie, à la Ferté Aube;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Eugène; ; ; ;né à Paris. - 25, rue Clapeyron; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1009;L'Oise à Pontoise;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Eugène; ; ; ;né à Paris. - 25, rue Clapeyron; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1010;Le vieux moulin de Villefranche;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Eugène; ; ; ;né à Paris. - 25, rue Clapeyron; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1011;Le port de Nice;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Eugène; ; ; ;né à Paris. - 25, rue Clapeyron; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1012;Le marché du Cours, à Nice;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Eugène; ; ; ;né à Paris. - 25, rue Clapeyron; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1013;Falieou;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBERT, Eugène; ; ; ;né à Paris. - 25, rue Clapeyron; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1014;Chemin de Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROBIN, Louis; ; ; ;né à Villefranche (Rhône). -23, rue Oudinot, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1015;Une jeune mère;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUGÉ (Mme de), Julie; ; ; ;né à Paris. -19, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1016;Les Flammiers, près Reims (Marne;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUGÉ (Mme de), Julie; ; ; ;né à Paris. -19, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1017;Tinqueux, près Reims (Marne;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUILLE, Léon; ; ; ;né à Josselin (Morbihan). -20, place des Halles, Ancenis (Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1018;Matinée de juillet au bord de la Loire;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUILLE, Léon; ; ; ;né à Josselin (Morbihan). -20, place des Halles, Ancenis (Loire; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1019;Environs d'Ancenis (4 pochades dans un cadre);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis, impasse du Maine Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1020;Un centenaire de l'indépendance.;Le peuple danse autour des deux Républiques, celle de 1792 et celle de 1892 se donnant la main sur l'air de: Au près de ma blonde, qu'il fait bon, fait bon, fait bon, etc;;;;;;;;;;;;;;;;;;;;;;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis, impasse du Maine Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1021;Portrait de Mlle Jeanne;Appartient à M. R...; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis, impasse du Maine Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1022;Portrait de Mme L..;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis, impasse du Maine Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1023;Vue de la porte du Bas-Meudon, après la pluie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis, impasse du Maine Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1024;Vue du pont de Grenelle (Trocadéro;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis, impasse du Maine Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1025;Débardeurs. Dessin;Appartient à mon ami Claude Goubot; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEL, Henri-François; ; ; ;né à Paris. -122, rue d'Assas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1026;Saules et Peupliers;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEL, Henri-François; ; ; ;né à Paris. -122, rue d'Assas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1027;Champ de Coquelicots;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEL, Henri-François; ; ; ;né à Paris. -122, rue d'Assas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1028;Effet de brouillard;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEL, Henri-François; ; ; ;né à Paris. -122, rue d'Assas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1029;Bords de la Seine à Bonnières;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEL, Henri-François; ; ; ;né à Paris. -122, rue d'Assas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1030;Barrière dans un pré;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEL, Henri-François; ; ; ;né à Paris. -122, rue d'Assas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1031;Allée de jardin;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROUSSEL, Henri-François; ; ; ;né à Paris. -122, rue d'Assas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1032;Maisons à Glaton;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROY, Louis; ; ; ;né à Poligny (Jura).-213, rue Lafayette, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1033;Paysans;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROY, Louis; ; ; ;né à Poligny (Jura).-213, rue Lafayette, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1034;La Vallée de Vaux sur Poligny;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
ROY, Louis; ; ; ;né à Poligny (Jura).-213, rue Lafayette, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1035;Etude dans le Jura;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1036;Une Malade;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1037;Cour de Sitges (Espagne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1038;Intérieur en Sitges (Espagne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1039;Le Cimetière de Consuegra (Espagne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1040;Le Tir;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1041;La Plaine de Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1042;En plein air;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
RUSINOL, Santiago; ; ; ; né à Barcelone (Espagne) - Moulin de la Galette, Montmartre; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1043;Etude;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
SAINT-BIÉ, Henri; ; ; ;né à Ecommoy (Sarthe). -40, rue de Longchamps (Neuilly; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1044;Poules;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
SAINT-BIÉ, Henri; ; ; ;né à Ecommoy (Sarthe). -40, rue de Longchamps (Neuilly; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;Quai de Puteaux;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
SAINT-BIÉ, Henri; ; ; ;né à Ecommoy (Sarthe). -40, rue de Longchamps (Neuilly; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1046;La Seine à Puteaux;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
SAINT-BIÉ, Henri; ; ; ;né à Ecommoy (Sarthe). -40, rue de Longchamps (Neuilly; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1047;Sous bois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
SAINT-BIÉ, Henri; ; ; ;né à Ecommoy (Sarthe). -40, rue de Longchamps (Neuilly; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1048;Paysanne et poules;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
